34382,334
90,333
100,333
110,333
119,332
128,332
138,332
147,331
156,330
165,329
175,328
183,327
193,327
201,325
211,325
220,324
229,323
238,324
247,322
255,318
264,312
273,305
281,294
288,282
296,267
303,251
310,232
315,213
320,194
324,175
329,158
333,141
336,125
339,110
341,97
344,86
346,75
347,65
349,57
351,49
352,43
353,37
354,32
354,27
355,22
355,20
355,17
356,14
357,12
358,9
356,8
358,7
358,5
358,4
358,3
358,2
359,1
358,1
359,0
358,0
359,0
359,0
359,0
359,0
360,0
359,0
360,0
360,0
359,0
360,0
359,0
360,0
359,0
359,0
360,0
359,0
359,0
360,0
360,0
359,0
360,0
359,0
359,0
359,0
360,0
359,0
359,0
359,0
359,0
360,0
359,0
360,0
360,0
359,0
360,0
360,0
359,0
359,0
360,0
359,0
360,0
359,0
360,0
360,0
359,0
360,0
359,0
360,0
360,0
360,0
360,0
360,0
359,0
361,0
360,0
359,0
359,0
360,0
360,0
359,0
360,0
360,0
360,0
360,0
359,0
360,0
360,0
360,0
361,0
360,0
361,0
360,0
360,0
360,0
360,0
360,0
360,0
360,0
361,0
361,0
360,0
361,0
360,0
360,0
360,0
360,0
360,0
360,0
360,0
361,0
360,0
360,0
361,0
360,0
360,0
361,0
360,0
360,0
360,0
361,0
361,0
361,0
361,0
360,0
360,0
360,0
361,0
360,0
361,0
360,0
361,0
361,0
361,0
361,0
360,0
360,0
361,0
361,0
361,0
360,0
361,0
361,0
361,0
361,0
360,0
361,0
360,0
361,0
360,0
360,0
360,0
361,0
361,0
361,0
361,0
361,0
360,0
361,0
361,0
361,0
361,0
360,0
360,0
361,0
361,0
361,0
361,0
361,0
360,0
361,0
360,0
361,0
361,0
362,0
361,0
361,0
361,0
361,0
361,0
361,0
360,0
362,0
361,0
360,0
361,0
360,0
360,0
361,0
361,0
360,0
360,0
361,0
361,0
361,0
361,0
361,0
360,0
361,0
360,0
360,0
361,0
361,0
361,0
360,0
361,0
360,0
361,0
360,0
360,0
360,0
361,0
360,0
360,0
360,0
361,0
360,0
361,0
361,0
361,0
361,0
360,0
360,0
361,0
362,0
360,0
360,0
361,0
360,0
361,0
360,0
360,0
359,0
360,0
360,0
361,0
361,0
361,0
360,0
361,0
360,0
361,0
361,0
360,0
360,0
360,0
360,0
361,0
360,0
360,0
361,0
360,0
361,0
360,0
361,0
360,0
361,0
361,0
360,0
361,0
